1,4425,-1506,2004,23.0,26.4,352.41,70.0,51.0|0.409
1,281,-1484,2042,23.0,26.4,352.41,70.0,51.0|0.411
1,281,-1505,2012,23.0,26.4,352.41,70.0,51.0|0.409
1,281,-1486,2026,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1486,2026,23.0,26.4,352.41,70.0,51.0|0.408
1,281,-1485,2035,23.0,26.4,352.41,70.0,51.0|0.41
1,4425,-1507,1984,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1507,1993,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1506,1999,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1506,2004,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1506,1999,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1507,1986,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1505,2012,23.0,26.4,352.41,70.0,51.0|0.409
1,281,-1505,2020,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1506,1998,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1506,2000,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1505,2014,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1506,2000,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1506,2008,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1505,2029,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1505,2009,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1505,2004,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1486,2019,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1484,2030,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1484,2036,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1485,2033,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1506,2010,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1506,2008,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1507,1997,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1506,1983,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1508,1977,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1486,2025,23.0,26.4,352.41,70.0,51.0|0.41
1,4425,-1507,2012,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1507,2009,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1507,2000,23.0,26.4,352.41,70.0,51.0|0.406
1,4425,-1507,2002,23.0,26.4,352.41,70.0,51.0|0.408
1,281,-1486,2032,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1484,2031,23.0,26.4,352.41,70.0,51.0|0.411
1,281,-1485,2041,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1506,1998,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1486,2035,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1506,2020,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1486,2029,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1507,1999,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1486,2031,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1507,1984,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1508,1976,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1505,2004,23.0,26.4,352.41,70.0,51.0|0.41
1,281,-1505,2027,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1505,2003,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1485,2034,23.0,26.4,352.41,70.0,51.0|0.408
1,281,-1485,2026,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1505,2005,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1485,2022,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1506,1992,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1485,2017,23.0,26.4,352.41,70.0,51.0|0.41
1,4425,-1485,2023,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1486,2026,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1506,1994,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1506,2016,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1506,2007,23.0,26.4,352.41,70.0,51.0|0.407
1,281,-1486,2021,23.0,26.4,352.41,70.0,51.0|0.409
1,4425,-1485,2026,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1485,2026,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1485,2026,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1485,2026,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1485,2026,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-1554,2041,23.0,26.4,352.41,70.0,51.0|0.407
1,72,-1539,2041,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-1541,2037,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-1542,2055,23.0,26.4,352.41,70.0,51.0|0.409
1,280,-1545,2034,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1547,2031,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1528,2065,23.0,26.4,352.41,70.0,51.0|0.408
1,4423,-1508,2077,23.0,26.4,352.41,70.0,51.0|0.407
1,4423,-1510,2075,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-1507,1993,23.0,26.4,352.41,70.0,51.0|0.407
1,276,-1514,2079,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-1560,1999,23.0,26.4,352.41,70.0,51.0|0.407
1,71,-1553,2032,23.0,26.4,352.41,70.0,51.0|0.408
1,4422,-1547,2102,23.0,26.4,352.41,70.0,51.0|0.408
1,4423,-1537,2056,23.0,26.4,352.41,70.0,51.0|0.409
1,276,-1519,2010,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-1391,2075,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-1389,2069,23.0,26.4,352.41,70.0,51.0|0.406
1,4425,-1399,2059,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-1399,2059,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-1481,1924,23.0,26.4,352.41,70.0,51.0|0.407
1,4423,-1505,1926,23.0,26.4,352.41,70.0,51.0|0.41
1,4423,-1505,1926,23.0,26.4,352.41,70.0,51.0|0.407
1,4423,-1505,1926,23.0,26.4,352.41,70.0,51.0|0.407
1,4423,-1505,1926,23.0,26.4,352.41,70.0,51.0|0.409
1,4423,-1505,1926,23.0,26.4,352.41,70.0,51.0|0.408
1,276,-1661,1957,23.0,26.4,352.41,70.0,51.0|0.408
1,72,-1853,1962,23.0,26.4,352.41,70.0,51.0|0.411
1,4424,-1997,1961,23.0,26.4,352.41,70.0,51.0|0.407
1,4425,-2344,1961,23.0,26.4,352.41,70.0,51.0|0.408
1,4425,-2445,1961,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-2464,1961,23.0,26.4,352.41,70.0,51.0|0.41
1,280,-2556,1961,23.0,26.4,352.41,70.0,51.0|0.407
1,276,-2600,1961,23.0,26.4,352.41,70.0,51.0|0.407
1,3316,-2864,1961,23.0,26.4,352.41,70.0,51.0|0.408
1,3298,-2918,1961,23.0,26.4,352.41,70.0,51.0|0.407
1,3315,-2943,1961,23.0,26.4,352.41,70.0,51.0|0.408
1,3327,-2945,1961,23.0,26.4,352.41,70.0,51.0|0.407
1,276,-2954,1961,23.0,26.4,352.41,70.0,51.0|0.408
1,4416,-3053,1964,23.0,26.4,352.41,70.0,51.0|0.408
1,4416,-3042,1972,23.0,26.4,352.41,70.0,51.0|0.408
1,4422,-3126,1961,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,2005,23.0,26.4,352.41,70.0,51.0|0.408
1,4423,-3162,2068,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3169,1992,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3167,1955,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,2005,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3163,2042,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3166,2031,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3165,2035,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-3167,1971,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3167,1981,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3165,2048,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3166,1982,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3165,2015,23.0,26.4,352.41,70.0,51.0|0.407
1,276,-3167,2015,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,2011,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-3168,2014,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,1995,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3164,2017,23.0,26.4,352.41,70.0,51.0|0.407
1,72,-3162,2034,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3163,2066,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3161,2017,23.0,26.4,352.41,70.0,51.0|0.409
1,280,-3166,2033,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3167,2028,23.0,26.4,352.41,70.0,51.0|0.409
1,4424,-3168,2037,23.0,26.4,352.41,70.0,51.0|0.407
1,72,-3164,2000,23.0,26.4,352.41,70.0,51.0|0.41
1,72,-3163,2017,23.0,26.4,352.41,70.0,51.0|0.405
1,72,-3163,2035,23.0,26.4,352.41,70.0,51.0|0.41
1,4423,-3159,2063,23.0,26.4,352.41,70.0,51.0|0.407
1,72,-3164,2070,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3164,2039,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-3168,2004,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3166,1980,23.0,26.4,352.41,70.0,51.0|0.409
1,4424,-3160,2065,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3166,1975,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3168,1972,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,2013,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3166,1964,23.0,26.4,352.41,70.0,51.0|0.411
1,4424,-3167,1989,23.0,26.4,352.41,70.0,51.0|0.409
1,280,-3164,2008,23.0,26.4,352.41,70.0,51.0|0.406
1,4424,-3167,2004,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3167,1987,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3167,1920,23.0,26.4,352.41,70.0,51.0|0.409
1,4424,-3165,2007,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3164,1988,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3163,1999,23.0,26.4,352.41,70.0,51.0|0.409
1,280,-3165,1961,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3168,1919,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3169,1952,23.0,26.4,352.41,70.0,51.0|0.408
1,72,-3162,2017,23.0,26.4,352.41,70.0,51.0|0.406
1,4424,-3162,2053,23.0,26.4,352.41,70.0,51.0|0.41
1,4424,-3168,2006,23.0,26.4,352.41,70.0,51.0|0.406
1,4424,-3171,1983,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3166,1989,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3162,2018,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3166,2000,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3163,2028,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3162,2042,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3165,1978,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3166,1992,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3169,1980,23.0,26.4,352.41,70.0,51.0|0.409
1,4424,-3164,1976,23.0,26.4,352.41,70.0,51.0|0.406
1,4424,-3166,2019,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3168,2004,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,2013,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-3167,1991,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3167,1994,23.0,26.4,352.41,70.0,51.0|0.409
1,280,-3166,2010,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3167,1976,23.0,26.4,352.41,70.0,51.0|0.409
1,4424,-3169,2000,23.0,26.4,352.41,70.0,51.0|0.41
1,280,-3169,2004,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,1946,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3166,2023,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3167,1991,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3164,2077,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3166,1953,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3164,1973,23.0,26.4,352.41,70.0,51.0|0.41
1,280,-3166,2024,23.0,26.4,352.41,70.0,51.0|0.41
1,4424,-3165,2020,23.0,26.4,352.41,70.0,51.0|0.408
1,72,-3164,2074,23.0,26.4,352.41,70.0,51.0|0.413
1,4424,-3167,2034,23.0,26.4,352.41,70.0,51.0|0.41
1,4424,-3169,1982,23.0,26.4,352.41,70.0,51.0|0.408
1,280,-3166,2009,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3165,2029,23.0,26.4,352.41,70.0,51.0|0.41
1,280,-3167,2025,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3166,1992,23.0,26.4,352.41,70.0,51.0|0.41
1,4424,-3163,2015,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3168,1986,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3167,1993,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3166,2005,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3166,2003,23.0,26.4,352.41,70.0,51.0|0.408
1,72,-3163,2036,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-3166,2018,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3168,1988,23.0,26.4,352.41,70.0,51.0|0.406
1,4424,-3168,1978,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3166,2020,23.0,26.4,352.41,70.0,51.0|0.41
1,4424,-3164,2035,23.0,26.4,352.41,70.0,51.0|0.407
1,4424,-3165,2016,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-3167,1996,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3167,1999,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3168,2028,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3167,2021,23.0,26.4,352.41,70.0,51.0|0.409
1,72,-3164,2009,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3165,2014,23.0,26.4,352.41,70.0,51.0|0.407
1,280,-3167,1997,23.0,26.4,352.41,70.0,51.0|0.408
1,4424,-3167,2048,23.0,26.4,352.41,70.0,51.0|0.406
1,4424,-3165,2034,23.0,26.4,352.41,70.0,51.0|0.407
1,72,-3166,2030,23.0,26.4,352.41,70.0,51.0|0.407
