1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.412
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.409
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.409
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.41
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.409
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.406
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.408
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0.407
1,2,-351,2254,23.0,26.4,352.41,70.0,51.0|0.408
1,529,-348,2253,23.0,26.4,352.41,70.0,51.0|0.406
1,2,-347,2235,23.0,26.4,352.41,70.0,51.0|0.408
1,2,-347,2233,23.0,26.4,352.41,70.0,51.0|0.408
1,34,-347,2234,23.0,26.4,352.41,70.0,51.0|0.409
1,2,-348,2236,23.0,26.4,352.41,70.0,51.0|0.406
1,2,-347,2238,23.0,26.4,352.41,70.0,51.0|0.408
1,2,-346,2239,23.0,26.4,352.41,70.0,51.0|0.405
1,1,-348,2233,23.0,26.4,352.41,70.0,51.0|0.408
1,34,-348,2237,23.0,26.4,352.41,70.0,51.0|0.408
1,2,-346,2238,23.0,26.4,352.41,70.0,51.0|0.407
1,530,-347,2232,23.0,26.4,352.41,70.0,51.0|0.407
1,1,-346,2236,23.0,26.4,352.41,70.0,51.0|0.407
1,34,-347,2237,23.0,26.4,352.41,70.0,51.0|0.407
1,34,-346,2237,23.0,26.4,352.41,70.0,51.0|0.408
1,34,-347,2237,23.0,26.4,352.41,70.0,51.0|0.407
1,1,-348,2234,23.0,26.4,352.41,70.0,51.0|0.407
1,675,-331,2229,23.0,26.4,352.41,70.0,51.0|0.408
1,733,-300,2237,23.0,26.4,352.41,70.0,51.0|0.408
1,821,-264,2254,23.0,26.4,352.41,70.0,51.0|0.407
1,867,-245,2264,23.0,26.4,352.41,70.0,51.0|0.407
1,868,-244,2260,23.0,26.4,352.41,70.0,51.0|0.407
1,870,-239,2255,23.0,26.4,352.41,70.0,51.0|0.407
1,870,-245,2256,23.0,26.4,352.41,70.0,51.0|0.408
1,872,-239,2251,23.0,26.4,352.41,70.0,51.0|0.407
1,872,-239,2255,23.0,26.4,352.41,70.0,51.0|0.407
1,869,-239,2260,23.0,26.4,352.41,70.0,51.0|0.407
1,869,-245,2253,23.0,26.4,352.41,70.0,51.0|0.41
1,871,-245,2249,23.0,26.4,352.41,70.0,51.0|0.409
1,870,-239,2255,23.0,26.4,352.41,70.0,51.0|0.407
1,873,-245,2257,23.0,26.4,352.41,70.0,51.0|0.407
1,784,-203,2268,23.0,26.4,352.41,70.0,51.0|0.407
1,1010,-112,2284,23.0,26.4,352.41,70.0,51.0|0.408
1,1030,-240,2271,23.0,26.4,352.41,70.0,51.0|0.407
1,1053,-239,2258,23.0,26.4,352.41,70.0,51.0|0.411
1,1175,-117,2218,23.0,26.4,352.41,70.0,51.0|0.408
1,1261,-108,2231,23.0,26.4,352.41,70.0,51.0|0.407
1,1334,-97,2226,23.0,26.4,352.41,70.0,51.0|0.407
1,1298,-101,2235,23.0,26.4,352.41,70.0,51.0|0.408
1,1474,-116,2271,23.0,26.4,352.41,70.0,51.0|0.408
1,17,-239,2275,23.0,26.4,352.41,70.0,51.0|0.407
1,1641,-138,4448,23.0,26.4,352.41,70.0,51.0|0.407
1,1721,-263,4448,23.0,26.4,352.41,70.0,51.0|0.406
1,1754,-317,4448,23.0,26.4,352.41,70.0,51.0|0.409
1,1786,-495,2240,23.0,26.4,352.41,70.0,51.0|0.408
1,1798,-498,2255,23.0,26.4,352.41,70.0,51.0|0.407
1,1813,-563,2247,23.0,26.4,352.41,70.0,51.0|0.407
1,1845,-750,2242,23.0,26.4,352.41,70.0,51.0|0.408
