1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
1,641,-343,2243,23.0,26.4,352.41,70.0,51.0|0
